,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
54868,486139,2017,4,3,5727,5727.0,0,0
54869,486831,2017,4,3,5991,5991.0,0,0
54870,486955,2017,4,3,6213,6213.0,0,0
54871,487486,2017,4,3,5205,5205.0,0,0
54872,488535,2017,4,3,4962,4962.0,0,0
54873,489108,2017,4,3,4560,4560.0,0,0
54874,512615,2017,1,3,6306,6306.0,311,56
54875,230687,2018,5,3,7026,7026.0,477,86
54876,231080,2017,1,3,5727,5727.0,0,0
54877,492165,2017,4,3,3741,3741.0,0,0
54878,492401,2017,4,3,6462,6462.0,0,0
54879,231080,2017,3,3,3210,3210.0,394,71
54880,492789,2017,4,3,4830,4830.0,0,0
54881,493427,2017,4,3,3150,3150.0,0,0
54882,493677,2017,4,3,3744,3744.0,0,0
54883,496325,2017,4,3,6876,6876.0,0,0
54884,496357,2017,4,3,7314,7314.0,0,0
54885,898437,2017,4,3,3633,3633.0,480,86
54886,497854,2017,4,3,2427,2427.0,0,0
54887,498632,2017,4,3,5697,5697.0,0,0
54888,516674,2017,11,3,2790,2790.0,462,83
54889,500038,2017,4,3,3258,3258.0,0,0
54890,500759,2017,4,3,6168,6168.0,0,0
54891,501030,2017,4,3,1929,1929.0,0,0
54892,501131,2017,4,3,5340,5340.0,0,0
54893,501278,2017,4,3,2658,2658.0,0,0
54894,501490,2017,4,3,3129,3129.0,0,0
54895,501856,2017,4,3,4944,4944.0,0,0
54896,501976,2017,4,3,4110,4110.0,0,0
54897,502023,2017,4,3,2256,2256.0,0,0
54898,270730,2018,10,3,2199,2199.0,486,87
54899,502708,2017,4,3,6186,6186.0,0,0
54900,503357,2017,4,3,6009,6009.0,0,0
54901,503598,2017,4,3,5160,5160.0,0,0
54902,504208,2017,4,3,5646,5646.0,0,0
54903,958767,2018,5,3,7059,7059.0,548,99
54904,504715,2017,4,3,4542,4542.0,0,0
54905,505779,2017,4,3,4362,4362.0,0,0
54906,506572,2017,4,3,1704,1704.0,0,0
54907,507189,2017,4,3,4527,4527.0,0,0
54908,507567,2017,4,3,4149,4149.0,0,0
54909,479198,2017,9,3,4206,4206.0,511,92
54910,509514,2017,4,3,4449,4449.0,0,0
54911,511302,2017,4,3,5340,5340.0,0,0
54912,907636,2017,2,3,4896,4896.0,431,78
54913,232555,2017,4,3,3198,3198.0,0,0
54914,512599,2017,4,3,5514,5514.0,0,0
54915,512640,2017,4,3,5100,5100.0,0,0
54916,513125,2017,4,3,2685,2685.0,0,0
54917,513170,2017,4,3,6636,6636.0,0,0
54918,513246,2017,4,3,3669,3669.0,0,0
54919,513446,2017,4,3,4803,4803.0,0,0
54920,513590,2017,4,3,4131,4131.0,0,0
54921,513661,2017,4,3,5166,5166.0,0,0
54922,514272,2017,4,3,1803,1803.0,0,0
54923,514632,2017,4,3,4896,4896.0,0,0
54924,515165,2017,4,3,3696,3696.0,0,0
54925,515656,2017,4,3,6648,6648.0,0,0
54926,515805,2017,4,3,5439,5439.0,0,0
54927,517267,2017,4,3,5097,5097.0,0,0
54928,517533,2017,4,3,3819,3819.0,0,0
54929,232555,2017,11,3,3714,3714.0,0,0
54930,232555,2017,1,3,2130,2130.0,337,61
54931,521384,2017,4,3,2649,2649.0,0,0
54932,521545,2017,4,3,6684,6684.0,0,0
54933,522493,2017,4,3,5163,5163.0,0,0
54934,522677,2017,4,3,4152,4152.0,0,0
54935,522758,2017,4,3,5379,5379.0,0,0
54936,523210,2017,4,3,3393,3393.0,0,0
54937,523394,2017,4,3,4920,4920.0,0,0
54938,523642,2017,4,3,4029,4029.0,0,0
54939,523897,2017,4,3,3207,3207.0,0,0
54940,523904,2017,4,3,6249,6249.0,0,0
54941,524483,2017,4,3,3027,3027.0,0,0
54942,526508,2017,4,3,3750,3750.0,0,0
54943,526663,2017,4,3,3342,3342.0,0,0
54944,526784,2017,4,3,7281,7281.0,0,0
54945,527622,2017,4,3,2784,2784.0,0,0
54946,528331,2017,4,3,3375,3375.0,0,0
54947,528693,2017,4,3,5349,5349.0,0,0
54948,173798,2017,4,3,4149,4149.0,400,72
54949,529471,2017,4,3,3483,3483.0,0,0
54950,232907,2017,1,3,5490,5490.0,0,0
54951,530839,2017,4,3,2310,2310.0,0,0
54952,531514,2017,4,3,5475,5475.0,0,0
54953,531841,2017,4,3,7080,7080.0,0,0
54954,532378,2017,4,3,1548,1548.0,0,0
54955,532832,2017,4,3,5829,5829.0,0,0
54956,533198,2017,4,3,3546,3546.0,0,0
54957,533470,2017,4,3,6669,6669.0,0,0
54958,533509,2017,4,3,7047,7047.0,0,0
54959,533666,2017,4,3,6024,6024.0,0,0
54960,534452,2017,4,3,4347,4347.0,0,0
54961,282041,2017,10,3,6903,6903.0,405,73
54962,636177,2018,10,3,7038,7038.0,405,73
54963,536082,2017,4,3,4308,4308.0,0,0
54964,536794,2017,4,3,7056,7056.0,0,0
54965,522572,2017,11,3,7389,7389.0,385,69
54966,537711,2017,4,3,7314,7314.0,0,0
54967,537722,2017,4,3,6975,6975.0,0,0
54968,539704,2017,4,3,6135,6135.0,0,0
54969,539742,2017,4,3,6645,6645.0,0,0
54970,539776,2017,4,3,6219,6219.0,0,0
54971,540112,2017,4,3,7275,7275.0,0,0
54972,540548,2017,4,3,5727,5727.0,0,0
54973,540918,2017,4,3,6780,6780.0,0,0
54974,541435,2017,4,3,5448,5448.0,0,0
54975,542696,2017,4,3,2955,2955.0,0,0
54976,543918,2017,4,3,4098,4098.0,0,0
54977,545883,2017,4,3,6339,6339.0,0,0
54978,546231,2017,4,3,3663,3663.0,0,0
54979,546796,2017,4,3,6990,6990.0,0,0
54980,548238,2017,4,3,2415,2415.0,0,0
54981,549402,2017,4,3,4551,4551.0,0,0
54982,549537,2017,4,3,1887,1887.0,0,0
54983,549757,2017,4,3,2547,2547.0,0,0
54984,550352,2017,4,3,6930,6930.0,0,0
54985,551055,2017,4,3,6636,6636.0,0,0
54986,279430,2018,1,3,3519,3519.0,382,69
54987,551296,2017,4,3,7305,7305.0,0,0
54988,233437,2017,9,3,5943,5943.0,0,0
54989,553954,2017,4,3,6753,6753.0,0,0
54990,553956,2017,4,3,6222,6222.0,0,0
54991,553973,2017,4,3,4998,4998.0,0,0
54992,233437,2017,12,3,6900,6900.0,0,0
54993,555001,2017,4,3,1953,1953.0,0,0
54994,378827,2017,7,3,4734,4734.0,626,113
54995,233437,2018,4,3,6693,6693.0,0,0
54996,557519,2017,4,3,6993,6993.0,0,0
54997,559124,2017,4,3,3426,3426.0,0,0
54998,559388,2017,4,3,4875,4875.0,0,0
54999,559726,2017,4,3,5169,5169.0,0,0
55000,561228,2017,4,3,3618,3618.0,0,0
55001,561654,2017,4,3,5793,5793.0,0,0
55002,562376,2017,4,3,2607,2607.0,0,0
55003,563410,2017,4,3,2688,2688.0,0,0
55004,563749,2017,4,3,7191,7191.0,0,0
55005,564449,2017,4,3,6699,6699.0,0,0
55006,564959,2017,4,3,3486,3486.0,0,0
55007,565876,2017,4,3,4698,4698.0,0,0
55008,566640,2017,4,3,3486,3486.0,0,0
55009,566951,2017,4,3,3495,3495.0,0,0
55010,567070,2017,4,3,6462,6462.0,0,0
55011,567261,2017,4,3,1716,1716.0,0,0
55012,568678,2017,4,3,7149,7149.0,0,0
55013,570116,2017,4,3,4953,4953.0,0,0
55014,570806,2017,4,3,6588,6588.0,0,0
55015,571017,2017,4,3,3276,3276.0,0,0
55016,571239,2017,4,3,4230,4230.0,0,0
55017,571643,2017,4,3,5181,5181.0,0,0
55018,281075,2017,5,3,2157,2157.0,478,86
55019,572345,2017,4,3,4947,4947.0,0,0
55020,572811,2017,4,3,2835,2835.0,0,0
55021,234836,2017,8,3,3717,3717.0,0,0
55022,573217,2017,4,3,4533,4533.0,0,0
55023,147064,2018,5,3,4353,4353.0,478,86
55024,573954,2017,4,3,3831,3831.0,0,0
55025,442014,2017,1,3,4269,4269.0,391,70
55026,234836,2017,10,3,1920,1920.0,0,0
55027,576110,2017,4,3,3513,3513.0,0,0
55028,576363,2017,4,3,4071,4071.0,0,0
55029,576576,2017,4,3,1722,1722.0,0,0
55030,576690,2017,4,3,3633,3633.0,0,0
55031,576692,2017,4,3,4152,4152.0,0,0
55032,577156,2017,4,3,6960,6960.0,0,0
55033,577386,2017,4,3,3333,3333.0,0,0
55034,577501,2017,4,3,7281,7281.0,0,0
55035,577795,2017,4,3,1638,1638.0,0,0
55036,579890,2017,4,3,5967,5967.0,0,0
55037,142545,2018,9,3,1971,1971.0,447,80
55038,580586,2017,4,3,4542,4542.0,0,0
55039,581294,2017,4,3,4239,4239.0,0,0
55040,581682,2017,4,3,4383,4383.0,0,0
55041,581999,2017,4,3,3132,3132.0,0,0
55042,582690,2017,4,3,6387,6387.0,0,0
55043,583415,2017,4,3,5100,5100.0,0,0
55044,584405,2017,4,3,4530,4530.0,0,0
55045,584458,2017,4,3,5445,5445.0,0,0
55046,584536,2017,4,3,3867,3867.0,0,0
55047,584880,2017,4,3,5244,5244.0,0,0
55048,585039,2017,4,3,2073,2073.0,0,0
55049,235454,2017,1,3,4410,4410.0,0,0
55050,585386,2017,4,3,6951,6951.0,0,0
55051,815643,2018,11,3,5151,5151.0,331,60
55052,585947,2017,4,3,6330,6330.0,0,0
55053,585975,2017,4,3,3261,3261.0,0,0
55054,586100,2017,4,3,4065,4065.0,0,0
55055,757047,2018,10,3,4686,4686.0,348,63
55056,235454,2017,3,3,2802,2802.0,0,0
55057,587800,2017,4,3,6006,6006.0,0,0
55058,588516,2017,4,3,6531,6531.0,0,0
55059,588917,2017,4,3,3309,3309.0,0,0
55060,589745,2017,4,3,6663,6663.0,0,0
55061,590246,2017,4,3,7098,7098.0,0,0
55062,970706,2017,4,3,2739,2739.0,344,62
55063,594672,2017,4,3,6561,6561.0,0,0
55064,595747,2017,4,3,3810,3810.0,0,0
55065,596787,2017,4,3,7086,7086.0,0,0
55066,597300,2017,4,3,4977,4977.0,0,0
55067,597981,2017,4,3,2808,2808.0,0,0
55068,600063,2017,4,3,2481,2481.0,0,0
55069,600598,2017,4,3,3318,3318.0,0,0
55070,601775,2017,4,3,4776,4776.0,0,0
55071,601834,2017,4,3,4212,4212.0,0,0
55072,602150,2017,4,3,6924,6924.0,0,0
55073,602585,2017,4,3,4113,4113.0,0,0
55074,602931,2017,4,3,2094,2094.0,0,0
55075,603658,2017,4,3,3291,3291.0,0,0
55076,603744,2017,4,3,4887,4887.0,0,0
55077,604681,2017,4,3,2799,2799.0,0,0
55078,604822,2017,4,3,6225,6225.0,0,0
55079,604870,2017,4,3,1635,1635.0,0,0
55080,398819,2018,12,3,5685,5685.0,389,70
55081,186295,2018,8,3,5316,5316.0,408,73
55082,605849,2017,4,3,3192,3192.0,0,0
55083,235709,2017,6,3,2820,2820.0,0,0
55084,606875,2017,4,3,1698,1698.0,0,0
55085,607123,2017,4,3,3657,3657.0,0,0
55086,607405,2017,4,3,4737,4737.0,0,0
55087,608070,2017,4,3,6042,6042.0,0,0
55088,608517,2017,4,3,7224,7224.0,0,0
55089,612060,2017,4,3,1608,1608.0,0,0
55090,612186,2017,4,3,2811,2811.0,0,0
55091,612488,2017,4,3,2838,2838.0,0,0
55092,455941,2017,2,3,2136,2136.0,332,60
55093,613546,2017,4,3,5280,5280.0,0,0
55094,614000,2017,4,3,1692,1692.0,0,0
55095,614122,2017,4,3,2343,2343.0,0,0
55096,614164,2017,4,3,3747,3747.0,0,0
55097,235709,2018,6,3,4422,4422.0,0,0
55098,615529,2017,4,3,4758,4758.0,0,0
55099,616226,2017,4,3,2076,2076.0,0,0
55100,616416,2017,4,3,3021,3021.0,0,0
55101,617263,2017,4,3,4863,4863.0,0,0
55102,617447,2017,4,3,4980,4980.0,0,0
55103,617471,2017,4,3,6603,6603.0,0,0
55104,619268,2017,4,3,3582,3582.0,0,0
55105,620465,2017,4,3,7071,7071.0,0,0
55106,620563,2017,4,3,2340,2340.0,0,0
55107,620584,2017,4,3,7233,7233.0,0,0
55108,236874,2017,2,3,6513,6513.0,0,0
55109,598360,2017,10,3,6045,6045.0,368,66
55110,587619,2017,1,3,5475,5475.0,336,60
55111,622527,2017,4,3,3606,3606.0,0,0
55112,623688,2017,4,3,1788,1788.0,0,0
55113,624463,2017,4,3,1791,1791.0,0,0
55114,624487,2017,4,3,3252,3252.0,0,0
55115,236874,2017,8,3,2349,2349.0,0,0
55116,624929,2017,4,3,1785,1785.0,0,0
55117,624935,2017,4,3,4497,4497.0,0,0
55118,384686,2018,9,3,6156,6156.0,385,69
55119,625621,2017,4,3,3864,3864.0,0,0
55120,626474,2017,4,3,6219,6219.0,0,0
55121,689275,2018,11,3,6348,6348.0,350,63
55122,628096,2017,4,3,6162,6162.0,0,0
55123,628130,2017,4,3,6015,6015.0,0,0
55124,628258,2017,4,3,2019,2019.0,0,0
55125,628431,2017,4,3,6879,6879.0,0,0
55126,630265,2017,4,3,3582,3582.0,0,0
55127,630588,2017,4,3,4176,4176.0,0,0
55128,236874,2018,4,3,4557,4557.0,0,0
55129,236874,2018,2,3,6459,6459.0,0,0
55130,631821,2017,4,3,3129,3129.0,0,0
55131,632199,2017,4,3,2784,2784.0,0,0
55132,632793,2017,4,3,2259,2259.0,0,0
55133,633631,2017,4,3,3369,3369.0,0,0
55134,637151,2017,4,3,5229,5229.0,0,0
55135,638207,2017,4,3,5319,5319.0,0,0
55136,638602,2017,4,3,1788,1788.0,0,0
55137,639705,2017,4,3,1863,1863.0,0,0
55138,641327,2017,4,3,4599,4599.0,0,0
55139,641586,2017,4,3,5076,5076.0,0,0
55140,641884,2017,4,3,3804,3804.0,0,0
55141,641970,2017,4,3,3348,3348.0,0,0
55142,641997,2017,4,3,5775,5775.0,0,0
55143,642000,2017,4,3,6912,6912.0,0,0
55144,423096,2018,1,3,3246,3246.0,370,67
55145,529458,2018,1,3,3138,3138.0,335,60
55146,642043,2017,4,3,2757,2757.0,0,0
55147,642102,2017,4,3,4962,4962.0,0,0
55148,642901,2017,4,3,5484,5484.0,0,0
55149,643117,2017,4,3,2064,2064.0,0,0
55150,644017,2017,4,3,6240,6240.0,0,0
55151,644251,2017,4,3,7401,7401.0,0,0
55152,644769,2017,4,3,5595,5595.0,0,0
55153,966391,2017,12,3,3651,3651.0,557,100
55154,645508,2017,4,3,5856,5856.0,0,0
55155,645600,2017,4,3,2916,2916.0,0,0
55156,645712,2017,4,3,1650,1650.0,0,0
55157,946816,2018,12,3,4512,4512.0,557,100
55158,647491,2017,4,3,3843,3843.0,0,0
55159,650420,2017,4,3,5490,5490.0,0,0
55160,976605,2017,3,3,1608,1608.0,522,94
55161,652194,2017,4,3,4215,4215.0,0,0
55162,652291,2017,4,3,2319,2319.0,0,0
55163,652790,2017,4,3,3567,3567.0,0,0
55164,653259,2017,4,3,1563,1563.0,0,0
55165,653340,2017,4,3,1731,1731.0,0,0
55166,655082,2017,4,3,2400,2400.0,0,0
55167,655480,2017,4,3,1794,1794.0,0,0
55168,655743,2017,4,3,7491,7491.0,0,0
55169,656639,2017,4,3,6456,6456.0,0,0
55170,656650,2017,4,3,2292,2292.0,0,0
55171,657339,2017,4,3,5097,5097.0,0,0
55172,658546,2017,4,3,5124,5124.0,0,0
55173,659205,2017,4,3,7293,7293.0,0,0
55174,659400,2017,4,3,2412,2412.0,0,0
55175,659536,2017,4,3,1803,1803.0,0,0
55176,170656,2017,8,3,4641,4641.0,586,105
55177,660922,2017,4,3,6345,6345.0,0,0
55178,661274,2017,4,3,4653,4653.0,0,0
55179,661321,2017,4,3,4605,4605.0,0,0
55180,237586,2017,4,3,4122,4122.0,0,0
55181,662848,2017,4,3,3165,3165.0,0,0
55182,663513,2017,4,3,2226,2226.0,0,0
55183,664054,2017,4,3,5742,5742.0,0,0
55184,664666,2017,4,3,5934,5934.0,0,0
55185,664737,2017,4,3,3333,3333.0,0,0
55186,665024,2017,4,3,4269,4269.0,0,0
55187,665701,2017,4,3,2427,2427.0,0,0
55188,665890,2017,4,3,6348,6348.0,0,0
55189,666556,2017,4,3,5682,5682.0,0,0
55190,666608,2017,4,3,1506,1506.0,0,0
55191,666680,2017,4,3,2142,2142.0,0,0
55192,667117,2017,4,3,5826,5826.0,0,0
55193,669222,2017,4,3,6678,6678.0,0,0
55194,669368,2017,4,3,6072,6072.0,0,0
55195,669810,2017,4,3,6210,6210.0,0,0
55196,670000,2017,4,3,3339,3339.0,0,0
55197,670817,2017,4,3,4092,4092.0,0,0
55198,670985,2017,4,3,5031,5031.0,0,0
55199,671933,2017,4,3,3510,3510.0,0,0
55200,672395,2017,4,3,5991,5991.0,0,0
55201,673399,2017,4,3,1899,1899.0,0,0
55202,675057,2017,4,3,6933,6933.0,0,0
55203,245356,2017,9,3,2133,2133.0,511,92
55204,675651,2017,4,3,4974,4974.0,0,0
55205,675936,2017,4,3,3138,3138.0,0,0
55206,756317,2018,9,3,2448,2448.0,511,92
55207,676585,2017,4,3,5373,5373.0,0,0
55208,676941,2017,4,3,5928,5928.0,0,0
55209,677141,2017,4,3,3957,3957.0,0,0
55210,677174,2017,4,3,1572,1572.0,0,0
55211,241641,2017,3,3,1944,1944.0,548,99
55212,238193,2017,1,3,7473,7473.0,0,0
55213,362055,2017,12,3,2862,2862.0,585,105
55214,679075,2017,4,3,3717,3717.0,0,0
55215,238193,2017,3,3,5568,5568.0,0,0
55216,679623,2017,4,3,4749,4749.0,0,0
55217,679908,2017,4,3,5019,5019.0,0,0
55218,680379,2017,4,3,5205,5205.0,0,0
55219,680569,2017,4,3,6384,6384.0,0,0
55220,680738,2017,4,3,3492,3492.0,0,0
55221,680886,2017,4,3,4845,4845.0,0,0
55222,681649,2017,4,3,4416,4416.0,0,0
55223,681822,2017,4,3,4017,4017.0,0,0
55224,682826,2017,4,3,4908,4908.0,0,0
55225,683487,2017,4,3,2730,2730.0,0,0
55226,683901,2017,4,3,2073,2073.0,0,0
55227,684691,2017,4,3,4299,4299.0,0,0
55228,685208,2017,4,3,1719,1719.0,0,0
55229,685608,2017,4,3,4764,4764.0,0,0
55230,685982,2017,4,3,5202,5202.0,0,0
55231,686044,2017,4,3,4593,4593.0,0,0
55232,686220,2017,4,3,7293,7293.0,0,0
55233,686555,2017,4,3,4821,4821.0,0,0
55234,238193,2018,7,3,6000,6000.0,0,0
55235,688627,2017,4,3,5493,5493.0,0,0
55236,690969,2017,4,3,4209,4209.0,0,0
55237,691520,2017,4,3,4530,4530.0,0,0
55238,692992,2017,4,3,2481,2481.0,0,0
55239,693659,2017,4,3,6078,6078.0,0,0
55240,695107,2017,4,3,3813,3813.0,0,0
55241,695624,2017,4,3,1932,1932.0,0,0
55242,697091,2017,4,3,5679,5679.0,0,0
55243,699397,2017,4,3,7224,7224.0,0,0
55244,700276,2017,4,3,6099,6099.0,0,0
55245,700430,2017,4,3,6543,6543.0,0,0
55246,701391,2017,4,3,3039,3039.0,0,0
55247,701485,2017,4,3,4191,4191.0,0,0
55248,701803,2017,4,3,4707,4707.0,0,0
55249,702677,2017,4,3,5127,5127.0,0,0
55250,704112,2017,4,3,6882,6882.0,0,0
55251,704603,2017,4,3,5685,5685.0,0,0
55252,704835,2017,4,3,7239,7239.0,0,0
55253,704968,2017,4,3,5544,5544.0,0,0
55254,705980,2017,4,3,3030,3030.0,0,0
55255,706820,2017,4,3,3018,3018.0,0,0
55256,773112,2018,7,3,5994,5994.0,612,110
55257,707588,2017,4,3,5016,5016.0,0,0
55258,708160,2017,4,3,5139,5139.0,0,0
55259,708343,2017,4,3,3792,3792.0,0,0
55260,708634,2017,4,3,7371,7371.0,0,0
55261,709385,2017,4,3,4362,4362.0,0,0
55262,779106,2017,9,3,5049,5049.0,379,68
55263,709659,2017,4,3,3906,3906.0,0,0
55264,709724,2017,4,3,7062,7062.0,0,0
55265,709920,2017,4,3,2955,2955.0,0,0
55266,709948,2017,4,3,1902,1902.0,0,0
55267,711214,2017,4,3,3699,3699.0,0,0
55268,711541,2017,4,3,5124,5124.0,0,0
55269,711864,2017,4,3,4275,4275.0,0,0
55270,712026,2017,4,3,4164,4164.0,0,0
55271,713132,2017,4,3,2952,2952.0,0,0
55272,713257,2017,4,3,3165,3165.0,0,0
55273,714206,2017,4,3,3285,3285.0,0,0
55274,714536,2017,4,3,6897,6897.0,0,0
55275,714555,2017,4,3,3633,3633.0,0,0
55276,714825,2017,4,3,6546,6546.0,0,0
55277,576911,2018,4,3,5160,5160.0,423,76
55278,716393,2017,4,3,7035,7035.0,0,0
55279,717308,2017,4,3,6990,6990.0,0,0
55280,718031,2017,4,3,4968,4968.0,0,0
55281,718887,2017,4,3,3141,3141.0,0,0
55282,857942,2018,1,3,5274,5274.0,319,57
55283,719383,2017,4,3,3210,3210.0,0,0
55284,720146,2017,4,3,5673,5673.0,0,0
55285,721786,2017,4,3,3090,3090.0,0,0
55286,360446,2018,2,3,2997,2997.0,310,56
55287,722518,2017,4,3,1581,1581.0,0,0
55288,722566,2017,4,3,3501,3501.0,0,0
55289,723055,2017,4,3,6318,6318.0,0,0
55290,723061,2017,4,3,6177,6177.0,0,0
55291,723691,2017,4,3,3591,3591.0,0,0
55292,724378,2017,4,3,2874,2874.0,0,0
55293,724720,2017,4,3,2592,2592.0,0,0
55294,725182,2017,4,3,5943,5943.0,0,0
55295,725835,2017,4,3,6642,6642.0,0,0
55296,726139,2017,4,3,3393,3393.0,0,0
55297,726499,2017,4,3,6009,6009.0,0,0
55298,726684,2017,4,3,6213,6213.0,0,0
55299,726701,2017,4,3,3459,3459.0,0,0
55300,728302,2017,4,3,3642,3642.0,0,0
55301,728655,2017,4,3,4221,4221.0,0,0
55302,729094,2017,4,3,1833,1833.0,0,0
55303,729154,2017,4,3,4974,4974.0,0,0
55304,730726,2017,4,3,5100,5100.0,0,0
55305,731540,2017,4,3,2475,2475.0,0,0
55306,732362,2017,4,3,5484,5484.0,0,0
55307,732524,2017,4,3,6576,6576.0,0,0
55308,732813,2017,4,3,4659,4659.0,0,0
55309,733046,2017,4,3,7221,7221.0,0,0
55310,733370,2017,4,3,4986,4986.0,0,0
55311,733903,2017,4,3,5190,5190.0,0,0
55312,255475,2018,3,3,2562,2562.0,366,66
55313,734458,2017,4,3,6585,6585.0,0,0
55314,734801,2017,4,3,3735,3735.0,0,0
55315,406254,2018,1,3,6471,6471.0,341,61
55316,737764,2017,4,3,2178,2178.0,0,0
55317,737940,2017,4,3,2667,2667.0,0,0
55318,738005,2017,4,3,1593,1593.0,0,0
55319,739352,2017,4,3,2181,2181.0,0,0
55320,739808,2017,4,3,4977,4977.0,0,0
55321,739933,2017,4,3,4962,4962.0,0,0
55322,741313,2017,4,3,6858,6858.0,0,0
55323,742009,2017,4,3,6534,6534.0,0,0
55324,742493,2017,4,3,7401,7401.0,0,0
55325,742669,2017,4,3,5841,5841.0,0,0
55326,743241,2017,4,3,6015,6015.0,0,0
55327,743849,2017,4,3,6969,6969.0,0,0
55328,743879,2017,4,3,2355,2355.0,0,0
55329,744528,2017,4,3,6015,6015.0,0,0
55330,744778,2017,4,3,6498,6498.0,0,0
55331,745792,2017,4,3,1896,1896.0,0,0
55332,746031,2017,4,3,1797,1797.0,0,0
55333,747993,2017,4,3,4428,4428.0,0,0
55334,749817,2017,4,3,5676,5676.0,0,0
55335,750171,2017,4,3,3012,3012.0,0,0
55336,240135,2018,6,3,2751,2751.0,0,0
55337,750955,2017,4,3,4047,4047.0,0,0
55338,753994,2017,4,3,4788,4788.0,0,0
55339,755337,2017,4,3,6861,6861.0,0,0
55340,755977,2017,4,3,3498,3498.0,0,0
55341,756496,2017,4,3,3783,3783.0,0,0
55342,756515,2017,4,3,2181,2181.0,0,0
55343,756929,2017,4,3,3129,3129.0,0,0
55344,756967,2017,4,3,2970,2970.0,0,0
55345,757879,2017,4,3,5193,5193.0,0,0
55346,759322,2017,4,3,3066,3066.0,0,0
55347,760645,2017,4,3,2673,2673.0,0,0
55348,761459,2017,4,3,4482,4482.0,0,0
55349,762355,2017,4,3,6663,6663.0,0,0
55350,762951,2017,4,3,7452,7452.0,0,0
55351,240141,2017,8,3,3864,3864.0,0,0
55352,763403,2017,4,3,4137,4137.0,0,0
55353,763615,2017,4,3,1875,1875.0,0,0
55354,764513,2017,4,3,3468,3468.0,0,0
55355,764595,2017,4,3,4773,4773.0,0,0
55356,370450,2017,1,3,4359,4359.0,442,80
55357,764869,2017,4,3,4023,4023.0,0,0
55358,765428,2017,4,3,4500,4500.0,0,0
55359,765793,2017,4,3,5730,5730.0,0,0
55360,766733,2017,4,3,4584,4584.0,0,0
55361,766775,2017,4,3,4623,4623.0,0,0
55362,766777,2017,4,3,2550,2550.0,0,0
55363,767416,2017,4,3,1920,1920.0,0,0
55364,768078,2017,4,3,7083,7083.0,0,0
55365,768748,2017,4,3,4560,4560.0,0,0
55366,345908,2018,2,3,6069,6069.0,318,57
55367,770591,2017,4,3,3135,3135.0,0,0
55368,771035,2017,4,3,7404,7404.0,0,0
55369,771960,2017,4,3,2760,2760.0,0,0
55370,772152,2017,4,3,5160,5160.0,0,0
55371,772370,2017,4,3,4533,4533.0,0,0
55372,772437,2017,4,3,5052,5052.0,0,0
55373,772834,2017,4,3,7203,7203.0,0,0
55374,773112,2017,4,3,4569,4569.0,0,0
55375,773397,2017,4,3,3546,3546.0,0,0
55376,774272,2017,4,3,5433,5433.0,0,0
55377,774724,2017,4,3,6465,6465.0,0,0
55378,188893,2017,1,3,7092,7092.0,334,60
55379,775440,2017,4,3,4704,4704.0,0,0
55380,240209,2017,1,3,3987,3987.0,0,0
55381,776139,2017,4,3,6108,6108.0,0,0
55382,776613,2017,4,3,7251,7251.0,0,0
55383,777540,2017,4,3,5832,5832.0,0,0
55384,777931,2017,4,3,6687,6687.0,0,0
55385,778310,2017,4,3,2139,2139.0,0,0
55386,778952,2017,4,3,2253,2253.0,0,0
55387,779066,2017,4,3,1929,1929.0,0,0
55388,779977,2017,4,3,5430,5430.0,0,0
55389,400181,2017,10,3,3375,3375.0,365,66
55390,781519,2017,4,3,5154,5154.0,0,0
55391,782124,2017,4,3,3894,3894.0,0,0
55392,782329,2017,4,3,6930,6930.0,0,0
55393,365468,2018,10,3,4260,4260.0,365,66
55394,240209,2017,10,3,6717,6717.0,0,0
55395,784490,2017,4,3,2412,2412.0,0,0
55396,784804,2017,4,3,4230,4230.0,0,0
55397,786710,2017,4,3,4650,4650.0,0,0
55398,787276,2017,4,3,6429,6429.0,0,0
55399,787625,2017,4,3,3651,3651.0,0,0
55400,240209,2018,3,3,1824,1824.0,0,0
55401,789120,2017,4,3,2760,2760.0,0,0
55402,790008,2017,4,3,1719,1719.0,0,0
55403,790165,2017,4,3,3333,3333.0,0,0
55404,790303,2017,4,3,2238,2238.0,0,0
55405,791202,2017,4,3,6135,6135.0,0,0
55406,791280,2017,4,3,5511,5511.0,0,0
55407,240209,2018,5,3,4548,4548.0,0,0
55408,791678,2017,4,3,3858,3858.0,0,0
55409,791765,2017,4,3,3474,3474.0,0,0
55410,890702,2018,11,3,4548,4548.0,424,76
55411,998934,2017,2,3,3144,3144.0,396,71
55412,489781,2017,2,3,6792,6792.0,446,80
55413,240209,2018,9,3,2238,2238.0,0,0
55414,794552,2017,4,3,3516,3516.0,0,0
55415,794863,2017,4,3,4830,4830.0,0,0
55416,796484,2017,4,3,1512,1512.0,0,0
55417,796670,2017,4,3,5652,5652.0,0,0
55418,797216,2017,4,3,2202,2202.0,0,0
55419,240365,2017,2,3,4569,4569.0,0,0
55420,797845,2017,4,3,6996,6996.0,0,0
55421,798954,2017,4,3,6141,6141.0,0,0
55422,800094,2017,4,3,2628,2628.0,0,0
55423,800878,2017,4,3,4611,4611.0,0,0
55424,802425,2017,4,3,6528,6528.0,0,0
55425,803796,2017,4,3,3369,3369.0,0,0
